headers;"Код заказа";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Материал корпуса";"Материал уплотнений";Форма;price;stock
ZPOC04-M5;"Цанговый штуцер 4 мм";М5;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;64.98;"591 шт"
ZPC16-04P;"Цанговый штуцер 16 мм";R1/2;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;249.19;"633 шт"
ZPC16-03P;"Цанговый штуцер 16 мм";R3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;249.19;"430 шт"
ZPC14-04P;"Цанговый штуцер 14 мм";R1/2;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;226.54;"402 шт"
ZPC12-03P;"Цанговый штуцер 12 мм";R3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;124.40;"784 шт"
ZPC12-02P;"Цанговый штуцер 12 мм";R1/4;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;124.40;"958 шт"
ZPC10-03P;"Цанговый штуцер 10 мм";R3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;93.33;"668 шт"
ZPC10-02P;"Цанговый штуцер 10 мм";R1/4;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;96.05;"1053 шт"
ZPC08-04P;"Цанговый штуцер 8 мм";R1/2;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;127.12;"590 шт"
ZPC08-03P;"Цанговый штуцер 8 мм";R3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;76.25;"1038 шт"
ZPC06-04P;"Цанговый штуцер 6 мм";R1/2;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;141.75;"298 шт"
ZPC06-02P;"Цанговый штуцер 6 мм";R1/4;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;67.57;"1613 шт"
ZPC06-01P;"Цанговый штуцер 6 мм";R1/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;47.77;"2328 шт"
ZPC06-M6;"Цанговый штуцер 6 мм";М6;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;53.72;"245 шт"
ZPC06-M5;"Цанговый штуцер 6 мм";М5;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;53.72;"520 шт"
ZPC04-01P;"Цанговый штуцер 4 мм";R1/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;45.57;"292 шт"
ZPC04-M5;"Цанговый штуцер 4 мм";М5;"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;45.57;"1230 шт"
ZPKB08-02G;"Цанговый штуцер 8 мм";G1/4;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Многоотводный;332.04;"163 шт"
ZPKB06-01G;"Цанговый штуцер 6 мм";G1/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Многоотводный;305.50;"196 шт"
ZPMF12-04G;"Цанговый штуцер 12 мм";"G1/2 внутренняя";"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;361.82;"365 шт"
ZPMF12-02G;"Цанговый штуцер 12 мм";"G1/4 внутренняя";"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;181.23;"464 шт"
ZPMF10-04G;"Цанговый штуцер 10 мм";"G1/2 внутренняя";"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;344.99;"589 шт"
ZPMF08-03G;"Цанговый штуцер 8 мм";"G3/8 внутренняя";"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;237.54;"379 шт"
ZPMF08-01G;"Цанговый штуцер 8 мм";"G1/8 внутренняя";"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;330.75;"278 шт"
ZPMF04-01G;"Цанговый штуцер 4 мм";"G1/8 внутренняя";"0 … 1.0";"Сжатый воздух";"0 ... +60";Латунь;NBR;Прямой;124.40;"251 шт"
ZPHF12-04G;"Цанговый штуцер 12 мм";G1/2;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;313.92;"30 шт"
ZPHF10-04G;"Цанговый штуцер 10 мм";G1/2;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;308.09;"168 шт"
ZPHF10-03G;"Цанговый штуцер 10 мм";G3/8;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;229.13;"157 шт"
ZPHF10-02G;"Цанговый штуцер 10 мм";G1/4;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;226.54;"140 шт"
ZPHF08-02G;"Цанговый штуцер 8 мм";G1/4;"0 … 1.0";"Сжатый воздух";"0 ... +60";Полимер;NBR;Угловой;194.82;"186 шт"
