headers;"Код заказа";"Функция пневмоцилиндра";"Диаметр поршня, мм";"Рабочий ход, мм";"Опрос положения";"Тип направляющей";"Исполнение штока";Демпфирование;"Пневматическое присоединение";"Рабочая среда";"Рабочее давление, МПа";"Рабочая температура, °С";"Развиваемое усилие при выдвижении штока при 0,6 МПа, N";"Развиваемое усилие при втягивании штока при 0,6 МПа, N";"Материал направляющих";"Материал корпуса";"Материал штока";"Материал уплотнений";price;stock
ELS20x30-S-AS;"Двустороннего действия";20;30;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";27501.86;"0 шт"
ELS20x20-S-AS;"Двустороннего действия";20;20;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";26634.54;"0 шт"
ELS20x10-S-AS;"Двустороннего действия";20;10;Да;"Направляющая скольжения";Траверса;"Демпфер спереди";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";25767.22;"0 шт"
ELS20x125-S-AF;"Двустороннего действия";20;125;Да;"Направляющая скольжения";Траверса;"Демпфер сзади";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";44466.42;"0 шт"
ELS20x100-S-AF;"Двустороннего действия";20;100;Да;"Направляющая скольжения";Траверса;"Демпфер сзади";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";40136.28;"0 шт"
ELS20x75-S-AF;"Двустороннего действия";20;75;Да;"Направляющая скольжения";Траверса;"Демпфер сзади";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";35812.62;"0 шт"
ELS20x50-S-AF;"Двустороннего действия";20;50;Да;"Направляющая скольжения";Траверса;"Демпфер сзади";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";29113.53;"0 шт"
ELS20x40-S-AF;"Двустороннего действия";20;40;Да;"Направляющая скольжения";Траверса;"Демпфер сзади";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";28032.61;"0 шт"
ELS20x30-S-AF;"Двустороннего действия";20;30;Да;"Направляющая скольжения";Траверса;"Демпфер сзади";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";26951.70;"0 шт"
ELS20x20-S-AF;"Двустороннего действия";20;20;Да;"Направляющая скольжения";Траверса;"Демпфер сзади";G1/8;"Сжатый воздух (степень фильтрации 40 мкм)";0.15…0.7;-20...+70;377;317;Сталь;Алюминий;"Нержавеющая сталь";"TPU, NBR";26084.38;"0 шт"
